name,Count!!RACE!!Total population,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Not Hispanic or Latino!!Two or More Races,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Not Hispanic or Latino!!Asian alone,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Hispanic or Latino,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Not Hispanic or Latino!!White alone,Zip Code Area
ZCTA5 53120,10024,231,20,0,65,39,338,9298,53120
ZCTA5 53121,19222,617,34,0,122,161,1794,16444,53121
ZCTA5 53122,6578,240,5,3,51,157,221,5881,53122
ZCTA5 53125,3405,41,6,2,91,63,257,2943,53125
ZCTA5 53126,6889,242,14,2,77,76,419,6028,53126
ZCTA5 53127,152,6,1,0,3,1,9,132,53127
ZCTA5 53128,9064,314,36,3,39,28,901,7712,53128
ZCTA5 53129,14793,490,48,7,225,632,1151,12203,53129
ZCTA5 53130,7743,267,14,0,154,137,602,6549,53130
ZCTA5 53132,36166,1044,98,2,1814,2700,2418,27982,53132
ZCTA5 53137,1702,19,3,1,3,14,67,1594,53137
ZCTA5 53139,2909,94,0,0,10,9,114,2677,53139
ZCTA5 53140,30571,1429,80,10,3542,309,6418,18674,53140
ZCTA5 53142,33146,1530,59,9,1769,1091,4490,24101,53142
ZCTA5 53143,22702,1199,58,24,2674,198,4804,13678,53143
ZCTA5 53144,26702,1097,60,12,2806,510,5162,16982,53144
ZCTA5 53146,7677,184,21,3,49,163,387,6843,53146
ZCTA5 53147,17859,572,32,0,108,224,2295,14572,53147
ZCTA5 53149,19644,676,35,2,90,164,769,17853,53149
ZCTA5 53150,25804,790,51,5,75,305,909,23603,53150
ZCTA5 53151,32535,898,76,10,444,1730,1431,27868,53151
ZCTA5 53153,2559,75,13,0,4,16,73,2366,53153
ZCTA5 53154,36497,1263,155,7,1228,2508,3448,27799,53154
ZCTA5 53156,2972,67,10,1,8,2,220,2657,53156
ZCTA5 53157,80,1,0,0,1,0,10,68,53157
ZCTA5 53158,17559,758,36,4,495,454,1557,14187,53158
ZCTA5 53167,383,19,0,1,0,1,18,344,53167
ZCTA5 53168,8687,325,15,3,33,54,502,7738,53168
ZCTA5 53170,2362,94,9,0,16,8,114,2113,53170
ZCTA5 53172,20795,822,131,1,684,318,2704,16062,53172
ZCTA5 53176,137,7,0,0,0,0,20,109,53176
ZCTA5 53177,8482,314,55,4,1172,142,853,5904,53177
ZCTA5 53178,2703,79,6,0,13,7,72,2510,53178
ZCTA5 53179,6206,278,16,5,31,49,385,5416,53179
ZCTA5 53181,7696,249,15,0,27,33,415,6936,53181
ZCTA5 53182,9422,311,51,0,208,71,439,8306,53182
ZCTA5 53183,3110,73,5,0,9,43,132,2839,53183
ZCTA5 53184,4096,137,7,0,31,32,580,3299,53184
ZCTA5 53185,18761,503,36,2,55,122,705,17290,53185
ZCTA5 53186,32332,1105,94,16,979,1257,4673,24109,53186
ZCTA5 53188,35552,1209,77,15,885,913,3900,28465,53188
ZCTA5 53189,26846,856,46,12,640,556,2271,22386,53189
ZCTA5 53190,19459,508,56,6,645,391,2480,15340,53190
ZCTA5 53191,3257,62,15,0,15,30,188,2937,53191
ZCTA5 53192,211,4,0,0,1,0,17,189,53192
ZCTA5 53195,120,8,1,0,0,2,13,96,53195
ZCTA5 53202,27897,1010,51,4,2018,1493,1780,21352,53202
ZCTA5 53203,2180,129,8,0,274,125,162,1454,53203
ZCTA5 53204,39728,888,265,14,3961,1301,27327,5825,53204
ZCTA5 53205,9397,311,27,2,7243,578,607,591,53205
ZCTA5 53206,22816,638,54,2,20717,127,754,437,53206
ZCTA5 53207,34292,1513,183,14,1000,604,6023,24824,53207
ZCTA5 53208,29644,1391,181,12,13628,2960,2727,8623,53208
ZCTA5 53209,44586,1673,95,9,30217,864,2107,9432,53209
ZCTA5 53210,25588,962,49,5,18293,516,1433,4187,53210
ZCTA5 53211,36327,1551,65,11,1547,1861,2121,28703,53211
ZCTA5 53212,28702,1337,95,5,13371,304,2962,10436,53212
ZCTA5 53213,26469,1110,73,6,1261,660,1380,21868,53213
ZCTA5 53214,34297,1670,304,8,2576,678,6931,21973,53214
ZCTA5 53215,59359,1329,382,22,3288,2841,40777,10530,53215
ZCTA5 53216,30109,957,73,7,24447,664,1171,2646,53216
ZCTA5 53217,30559,1231,39,18,1636,1561,1362,24579,53217
ZCTA5 53218,38488,1240,123,8,27716,3935,1750,3524,53218
ZCTA5 53219,34925,1403,295,14,1811,1057,8936,21293,53219
ZCTA5 53220,26869,1136,158,6,1225,1466,5269,17522,53220
ZCTA5 53221,39560,1383,221,7,2463,4338,9951,21026,53221
ZCTA5 53222,25422,1305,64,18,7382,1055,1452,14014,53222
ZCTA5 53223,28884,1154,72,13,15341,2896,1490,7796,53223
ZCTA5 53224,20786,784,33,4,12228,1713,1713,4190,53224
ZCTA5 53225,25138,1093,68,9,14019,2140,1364,6337,53225
ZCTA5 53226,19921,832,37,6,1182,823,1053,15916,53226
ZCTA5 53227,23310,1016,119,3,1330,817,2875,17034,53227
ZCTA5 53228,15341,556,50,1,542,666,1623,11863,53228
ZCTA5 53233,15531,518,55,11,4505,1189,1645,7544,53233
ZCTA5 53235,9175,376,63,2,312,176,1144,7062,53235
ZCTA5 53295,114,3,0,0,25,1,17,68,53295
ZCTA5 53402,33621,1582,86,9,3296,453,4673,23377,53402
ZCTA5 53403,26269,1269,49,10,6438,206,6609,11579,53403
ZCTA5 53404,15532,813,53,2,4152,68,4852,5499,53404
ZCTA5 53405,25561,1282,72,3,3690,253,4764,15385,53405
ZCTA5 53406,27078,1161,66,3,3286,667,2813,18957,53406
ZCTA5 53501,144,10,0,0,1,0,4,129,53501
ZCTA5 53502,2615,83,7,0,12,11,48,2453,53502
ZCTA5 53503,1923,60,2,0,7,7,31,1804,53503
ZCTA5 53504,1977,55,3,0,0,6,37,1870,53504
ZCTA5 53505,398,5,0,0,0,2,20,371,53505
ZCTA5 53506,999,46,1,0,5,8,19,920,53506
ZCTA5 53507,2313,62,0,1,7,6,37,2198,53507
ZCTA5 53508,5477,185,3,0,32,33,152,5066,53508
ZCTA5 53510,1426,17,1,1,3,1,105,1298,53510
ZCTA5 53511,48659,2569,148,23,5625,679,8736,30641,53511
ZCTA5 53515,2496,78,9,0,13,16,49,2323,53515
ZCTA5 53516,2200,53,0,1,10,4,36,2090,53516
ZCTA5 53517,1892,57,4,0,4,4,46,1776,53517
ZCTA5 53518,1411,56,3,0,6,6,37,1300,53518
ZCTA5 53520,6684,217,15,1,33,13,254,6135,53520
ZCTA5 53521,3857,117,3,2,57,19,120,3535,53521
ZCTA5 53522,1025,47,3,0,4,5,23,939,53522
ZCTA5 53523,5277,152,3,1,41,34,126,4907,53523
ZCTA5 53525,4028,110,9,3,48,12,420,3419,53525
ZCTA5 53526,571,2,0,1,1,3,24,536,53526
ZCTA5 53527,10994,366,26,1,208,307,437,9624,53527
ZCTA5 53528,6245,213,14,1,53,66,201,5681,53528
ZCTA5 53529,2263,74,0,1,13,33,134,2006,53529
ZCTA5 53530,4683,107,13,1,13,17,664,3861,53530
ZCTA5 53531,4558,128,11,1,98,55,192,4051,53531
ZCTA5 53532,15962,583,43,4,273,400,720,13910,53532
ZCTA5 53533,7306,240,14,0,41,117,134,6753,53533
ZCTA5 53534,12752,396,22,4,69,70,632,11531,53534
ZCTA5 53536,9051,322,15,4,64,58,406,8161,53536
ZCTA5 53537,707,18,0,0,2,0,6,681,53537
ZCTA5 53538,18643,585,43,0,152,152,1519,16158,53538
ZCTA5 53540,125,10,0,0,0,1,5,107,53540
ZCTA5 53541,894,15,1,0,2,1,25,850,53541
ZCTA5 53543,1639,66,2,0,8,0,26,1536,53543
ZCTA5 53544,838,11,2,4,2,0,10,805,53544
ZCTA5 53545,23318,982,65,6,710,355,1530,19612,53545
ZCTA5 53546,31190,1277,49,2,720,406,2191,26464,53546
ZCTA5 53548,19233,948,44,11,747,308,1283,15841,53548
ZCTA5 53549,10199,421,26,0,109,40,1037,8547,53549
ZCTA5 53550,1213,28,0,0,0,2,25,1155,53550
ZCTA5 53551,8920,242,24,1,38,59,462,8079,53551
ZCTA5 53553,561,20,2,0,7,3,7,520,53553
ZCTA5 53554,1093,10,0,0,7,3,10,1063,53554
ZCTA5 53555,8529,221,34,5,26,43,204,7981,53555
ZCTA5 53556,2680,69,9,0,9,19,94,2470,53556
ZCTA5 53557,395,15,0,0,0,0,11,369,53557
ZCTA5 53558,12666,506,30,6,155,321,376,11251,53558
ZCTA5 53559,6104,238,23,3,139,80,684,4919,53559
ZCTA5 53560,3714,122,6,0,31,33,92,3416,53560
ZCTA5 53561,2016,51,8,1,11,2,50,1886,53561
ZCTA5 53562,29092,1241,47,12,820,2417,1723,22732,53562
ZCTA5 53563,11503,318,28,1,48,139,367,10568,53563
ZCTA5 53565,4899,105,0,6,17,20,77,4670,53565
ZCTA5 53566,14970,425,17,1,88,90,894,13432,53566
ZCTA5 53569,1147,27,2,0,1,6,66,1043,53569
ZCTA5 53570,2643,87,3,0,11,6,78,2451,53570
ZCTA5 53571,336,10,0,0,2,1,8,315,53571
ZCTA5 53572,10549,350,18,0,85,81,327,9645,53572
ZCTA5 53573,3018,81,10,1,7,4,52,2860,53573
ZCTA5 53574,4113,114,5,0,18,19,94,3856,53574
ZCTA5 53575,17320,580,59,3,525,201,686,15220,53575
ZCTA5 53576,2284,87,2,0,19,3,72,2096,53576
ZCTA5 53577,1385,21,0,0,5,10,33,1316,53577
ZCTA5 53578,6556,195,10,4,32,41,364,5908,53578
ZCTA5 53579,1799,47,5,0,11,3,104,1623,53579
ZCTA5 53580,507,16,1,0,0,0,8,482,53580
ZCTA5 53581,10024,304,22,0,82,70,362,9176,53581
ZCTA5 53582,1068,25,0,0,17,10,34,973,53582
ZCTA5 53583,5787,163,16,1,19,22,310,5231,53583
ZCTA5 53584,53,0,0,0,0,0,0,51,53584
ZCTA5 53585,2130,117,0,0,17,8,296,1686,53585
ZCTA5 53586,2101,35,1,0,1,5,137,1918,53586
ZCTA5 53587,1169,19,1,0,5,2,34,1107,53587
ZCTA5 53588,4139,99,11,0,10,17,99,3898,53588
ZCTA5 53589,19888,691,33,5,289,258,708,17854,53589
ZCTA5 53590,43684,2071,96,9,2707,2878,2457,33260,53590
ZCTA5 53593,28232,1048,39,4,395,1808,1191,23647,53593
ZCTA5 53594,5324,131,11,2,61,25,681,4399,53594
ZCTA5 53597,20729,768,18,3,244,489,885,18256,53597
ZCTA5 53598,4033,185,4,2,145,100,197,3382,53598
ZCTA5 53599,71,1,0,0,1,0,0,69,53599
ZCTA5 53703,38512,1708,105,32,1441,3918,2378,28774,53703
ZCTA5 53704,47066,2502,155,18,5338,2483,4747,31646,53704
ZCTA5 53705,24695,1189,40,6,799,3812,1405,17317,53705
ZCTA5 53706,4337,228,14,2,66,765,249,2998,53706
ZCTA5 53711,51448,2272,113,17,3465,2844,6007,36549,53711
ZCTA5 53713,23291,1146,63,10,4476,1544,6373,9580,53713
ZCTA5 53714,16289,808,37,5,1807,541,1686,11313,53714
ZCTA5 53715,16517,732,62,13,702,2497,871,11578,53715
ZCTA5 53716,19105,829,55,10,848,409,1336,15527,53716
ZCTA5 53717,12798,458,15,5,785,1952,698,8835,53717
ZCTA5 53718,17034,786,62,12,1307,1268,1151,12361,53718
ZCTA5 53719,32151,1378,66,20,2364,3406,3314,21481,53719
ZCTA5 53726,5286,239,2,2,59,527,205,4206,53726
ZCTA5 53792,0,0,0,0,0,0,0,0,53792
ZCTA5 53801,842,23,4,0,5,1,34,775,53801
ZCTA5 53802,64,0,0,0,0,0,0,64,53802
ZCTA5 53803,1258,26,0,0,1,2,15,1212,53803
ZCTA5 53804,1353,16,1,0,3,4,25,1304,53804
ZCTA5 53805,5395,124,20,1,272,19,132,4819,53805
ZCTA5 53806,1577,29,2,0,2,5,13,1523,53806
ZCTA5 53807,4565,83,11,1,7,17,76,4368,53807
ZCTA5 53808,1041,9,1,0,10,6,11,1004,53808
ZCTA5 53809,4409,107,4,0,14,20,139,4119,53809
ZCTA5 53810,424,8,0,0,0,2,23,391,53810
ZCTA5 53811,3213,44,4,0,5,4,56,3096,53811
ZCTA5 53812,406,3,0,0,1,1,3,398,53812
ZCTA5 53813,6267,123,4,3,46,27,120,5935,53813
ZCTA5 53816,815,20,1,0,1,5,18,770,53816
ZCTA5 53817,201,4,5,0,8,0,18,166,53817
ZCTA5 53818,15786,403,24,4,271,276,454,14328,53818
ZCTA5 53820,2421,34,1,0,13,11,28,2333,53820
ZCTA5 53821,7838,214,32,1,237,47,178,7112,53821
ZCTA5 53825,495,3,0,0,1,1,7,483,53825
ZCTA5 53826,1268,35,3,0,1,4,14,1208,53826
ZCTA5 53827,291,8,0,0,3,0,12,268,53827
ZCTA5 53901,14924,482,118,2,586,133,710,12857,53901
ZCTA5 53910,3264,114,10,0,18,12,129,2977,53910
ZCTA5 53911,1383,29,0,0,7,8,51,1287,53911
ZCTA5 53913,21046,729,429,6,249,175,1196,18212,53913
ZCTA5 53916,23057,682,43,0,300,190,2385,19408,53916
ZCTA5 53919,2334,47,3,5,9,3,125,2141,53919
ZCTA5 53920,413,7,3,0,0,1,7,395,53920
ZCTA5 53922,961,24,1,1,1,1,18,909,53922
ZCTA5 53923,2160,51,2,0,5,3,123,1967,53923
ZCTA5 53924,1333,36,7,0,0,1,15,1274,53924
ZCTA5 53925,8523,283,14,3,82,64,358,7705,53925
ZCTA5 53926,1785,40,1,0,2,2,32,1706,53926
ZCTA5 53928,143,2,0,0,0,3,0,138,53928
ZCTA5 53929,2545,52,17,0,8,16,57,2388,53929
ZCTA5 53930,1235,25,5,1,3,5,94,1101,53930
ZCTA5 53931,346,3,0,0,3,0,10,330,53931
ZCTA5 53932,2716,120,10,0,14,13,111,2446,53932
ZCTA5 53933,4278,75,28,0,607,29,240,3299,53933
ZCTA5 53934,4214,111,16,3,28,20,135,3888,53934
ZCTA5 53935,320,5,1,0,0,5,22,287,53935
ZCTA5 53936,1547,59,5,1,11,7,105,1346,53936
ZCTA5 53937,1172,17,0,0,1,1,13,1140,53937
ZCTA5 53939,248,6,0,0,0,0,7,234,53939
ZCTA5 53940,18,1,0,0,0,0,2,15,53940
ZCTA5 53941,3044,60,6,0,14,5,42,2906,53941
ZCTA5 53942,121,1,0,0,1,0,0,119,53942
ZCTA5 53943,1067,22,2,0,4,0,16,1023,53943
ZCTA5 53944,2370,84,38,0,17,8,82,2140,53944
ZCTA5 53946,4239,72,7,0,18,15,169,3948,53946
ZCTA5 53947,169,3,1,0,2,0,0,163,53947
ZCTA5 53948,8151,266,62,0,123,47,213,7422,53948
ZCTA5 53949,6084,168,25,3,17,21,142,5689,53949
ZCTA5 53950,5608,178,79,0,368,40,164,4766,53950
ZCTA5 53951,2291,68,6,0,6,9,258,1942,53951
ZCTA5 53952,4276,107,100,1,469,22,224,3341,53952
ZCTA5 53953,207,13,0,0,0,1,10,181,53953
ZCTA5 53954,6907,183,19,0,24,36,122,6513,53954
ZCTA5 53955,5951,152,30,0,34,27,105,5596,53955
ZCTA5 53956,3416,57,9,0,22,20,178,3118,53956
ZCTA5 53959,14298,386,111,2,141,71,858,12693,53959
ZCTA5 53960,3370,87,5,0,19,14,73,3160,53960
ZCTA5 53961,793,32,7,0,4,1,3,746,53961
ZCTA5 53962,51,8,0,0,0,0,1,42,53962
ZCTA5 53963,14078,284,154,2,1511,79,608,11404,53963
ZCTA5 53964,3514,97,17,1,9,14,124,3241,53964
ZCTA5 53965,11361,348,333,2,209,80,1226,9135,53965
ZCTA5 53968,2326,63,6,0,11,8,32,2200,53968
ZCTA5 53969,397,3,7,0,4,5,14,363,53969
ZCTA5 54001,8256,219,38,3,43,35,168,7730,54001
ZCTA5 54002,6741,236,16,0,47,39,253,6125,54002
ZCTA5 54003,1050,21,2,0,5,2,16,1002,54003
ZCTA5 54004,2249,76,20,0,6,7,25,2108,54004
ZCTA5 54005,3176,102,8,2,8,13,77,2954,54005
ZCTA5 54006,824,13,2,0,2,5,12,784,54006
ZCTA5 54007,1276,37,3,0,3,11,26,1193,54007
ZCTA5 54009,2746,127,16,1,11,19,95,2470,54009
ZCTA5 54011,6881,236,20,0,27,26,165,6390,54011
ZCTA5 54013,3482,113,8,5,16,19,97,3212,54013
ZCTA5 54014,2368,82,6,0,4,7,40,2226,54014
ZCTA5 54015,3936,119,4,0,7,32,142,3628,54015
ZCTA5 54016,33198,1154,73,20,262,488,1003,30077,54016
ZCTA5 54017,19816,752,54,4,201,165,520,18021,54017
ZCTA5 54020,7463,181,17,1,26,37,155,7027,54020
ZCTA5 54021,6934,212,36,2,29,41,195,6403,54021
ZCTA5 54022,23612,861,146,8,337,233,806,21144,54022
ZCTA5 54023,4456,133,10,3,17,75,94,4114,54023
ZCTA5 54024,4916,159,7,0,20,26,75,4618,54024
ZCTA5 54025,7336,277,28,1,28,61,229,6701,54025
ZCTA5 54026,2050,78,6,0,1,14,30,1918,54026
ZCTA5 54027,1160,20,4,0,2,9,20,1100,54027
ZCTA5 54028,2632,76,7,0,10,16,56,2465,54028
ZCTA5 54082,1787,77,4,0,10,8,61,1617,54082
ZCTA5 54101,2773,53,14,0,4,6,35,2656,54101
ZCTA5 54102,809,20,1,0,0,2,8,776,54102
ZCTA5 54103,481,21,7,1,1,1,9,441,54103
ZCTA5 54104,1159,39,10,0,3,3,17,1085,54104
ZCTA5 54106,4674,155,30,0,8,64,95,4312,54106
ZCTA5 54107,3691,71,53,0,14,10,66,3469,54107
ZCTA5 54110,5542,145,30,2,18,21,309,5007,54110
ZCTA5 54111,2164,59,39,0,1,3,98,1961,54111
ZCTA5 54112,2227,67,14,0,4,2,76,2055,54112
ZCTA5 54113,3631,99,11,1,30,28,107,3352,54113
ZCTA5 54114,5913,166,33,0,7,8,141,5549,54114
ZCTA5 54115,48710,1681,1303,39,587,1272,1689,42052,54115
ZCTA5 54119,613,18,3,0,12,2,14,563,54119
ZCTA5 54120,204,11,5,1,0,0,3,183,54120
ZCTA5 54121,3149,92,19,1,7,1,52,2969,54121
ZCTA5 54123,248,1,0,0,0,0,20,227,54123
ZCTA5 54124,3619,153,197,0,4,5,158,3089,54124
ZCTA5 54125,499,18,0,0,0,2,4,473,54125
ZCTA5 54126,4120,119,20,0,13,10,306,3647,54126
ZCTA5 54127,110,3,8,0,0,0,10,89,54127
ZCTA5 54128,1718,144,436,0,6,2,46,1083,54128
ZCTA5 54129,3525,89,26,0,11,13,268,3114,54129
ZCTA5 54130,27473,963,181,6,214,272,863,24914,54130
ZCTA5 54135,3016,64,2419,1,2,2,115,413,54135
ZCTA5 54136,6703,246,23,0,86,184,262,5889,54136
ZCTA5 54137,1098,20,6,0,3,3,21,1042,54137
ZCTA5 54138,831,14,13,0,0,0,13,788,54138
ZCTA5 54139,3244,87,30,0,9,5,111,2997,54139
ZCTA5 54140,8396,253,52,3,70,114,421,7468,54140
ZCTA5 54141,2731,123,31,0,1,14,55,2499,54141
ZCTA5 54143,15265,567,81,8,130,106,484,13852,54143
ZCTA5 54149,1201,23,9,0,0,7,10,1151,54149
ZCTA5 54150,1116,11,1065,0,0,0,16,24,54150
ZCTA5 54151,3515,131,5,1,9,7,66,3293,54151
ZCTA5 54152,249,13,6,0,2,0,35,191,54152
ZCTA5 54153,7323,269,106,0,30,24,197,6692,54153
ZCTA5 54154,5432,166,61,0,35,16,130,5014,54154
ZCTA5 54155,7853,307,1590,2,53,154,313,5420,54155
ZCTA5 54156,1544,48,10,0,4,1,37,1441,54156
ZCTA5 54157,5846,168,21,0,7,40,103,5492,54157
ZCTA5 54159,1460,37,3,0,4,2,13,1399,54159
ZCTA5 54160,244,3,0,0,0,0,8,233,54160
ZCTA5 54161,2789,76,26,0,7,6,122,2546,54161
ZCTA5 54162,9570,288,78,0,20,61,206,8899,54162
ZCTA5 54165,7877,302,359,0,30,51,184,6931,54165
ZCTA5 54166,16892,760,1657,6,72,81,548,13732,54166
ZCTA5 54169,3325,95,3,0,18,23,48,3133,54169
ZCTA5 54170,3863,79,15,0,8,23,191,3542,54170
ZCTA5 54171,4109,118,19,0,4,16,39,3911,54171
ZCTA5 54173,4086,139,18,0,17,30,49,3826,54173
ZCTA5 54174,3021,110,241,1,1,4,42,2616,54174
ZCTA5 54175,1113,28,17,0,1,2,9,1056,54175
ZCTA5 54177,2903,73,11,0,5,7,40,2762,54177
ZCTA5 54180,3268,91,14,0,31,41,187,2896,54180
ZCTA5 54201,5281,168,25,2,26,15,173,4859,54201
ZCTA5 54202,1588,38,7,0,4,7,74,1455,54202
ZCTA5 54204,1851,47,3,0,5,6,35,1753,54204
ZCTA5 54205,2116,42,1,0,4,7,148,1913,54205
ZCTA5 54207,174,2,1,0,1,0,3,167,54207
ZCTA5 54208,6363,155,14,0,17,22,144,5997,54208
ZCTA5 54209,1480,20,0,0,1,3,43,1407,54209
ZCTA5 54210,1050,25,2,0,0,4,11,1006,54210
ZCTA5 54211,332,11,0,0,0,0,4,317,54211
ZCTA5 54212,1189,36,1,0,1,1,54,1094,54212
ZCTA5 54213,1367,58,6,0,3,3,72,1222,54213
ZCTA5 54214,442,5,2,0,1,0,7,427,54214
ZCTA5 54215,200,4,0,0,0,0,4,192,54215
ZCTA5 54216,6164,169,16,0,15,26,260,5668,54216
ZCTA5 54217,7713,156,18,0,7,34,260,7222,54217
ZCTA5 54220,40737,1403,204,6,807,1788,2599,33819,54220
ZCTA5 54227,1555,30,8,0,6,8,27,1462,54227
ZCTA5 54228,2739,43,9,0,5,10,68,2597,54228
ZCTA5 54229,4405,112,16,9,31,28,98,4110,54229
ZCTA5 54230,4623,111,20,0,2,12,176,4293,54230
ZCTA5 54232,714,21,0,0,0,2,56,632,54232
ZCTA5 54234,2072,40,0,0,3,10,49,1966,54234
ZCTA5 54235,17829,617,98,0,118,88,763,16091,54235
ZCTA5 54241,14258,542,83,5,156,318,469,12646,54241
ZCTA5 54245,2184,39,10,0,1,10,143,1976,54245
ZCTA5 54246,777,24,3,0,5,9,18,718,54246
ZCTA5 54247,2154,46,6,1,5,19,45,2030,54247
ZCTA5 54301,22875,1028,488,2,949,568,2530,17199,54301
ZCTA5 54302,31327,1166,558,17,1544,1642,10895,15438,54302
ZCTA5 54303,27478,1506,1019,26,1921,1342,3069,18505,54303
ZCTA5 54304,27679,1396,1254,8,926,1045,2091,20896,54304
ZCTA5 54307,1062,0,41,0,645,2,80,294,54307
ZCTA5 54311,37532,1245,384,9,1113,1573,3617,29492,54311
ZCTA5 54313,39911,1471,967,5,331,683,1204,35180,54313
ZCTA5 54401,31727,1122,144,8,362,3683,1078,25220,54401
ZCTA5 54403,24712,1042,130,10,332,1754,871,20522,54403
ZCTA5 54405,2947,30,5,0,13,19,910,1964,54405
ZCTA5 54406,3647,95,4,0,9,15,57,3458,54406
ZCTA5 54407,1559,43,9,0,2,6,34,1460,54407
ZCTA5 54408,1046,36,11,0,3,4,8,978,54408
ZCTA5 54409,12827,444,182,3,78,55,320,11729,54409
ZCTA5 54410,2321,51,8,5,2,10,30,2213,54410
ZCTA5 54411,5025,73,12,0,17,8,145,4762,54411
ZCTA5 54412,2046,34,6,0,6,2,71,1926,54412
ZCTA5 54413,213,6,0,0,1,2,3,199,54413
ZCTA5 54414,3240,107,25,0,4,16,77,3008,54414
ZCTA5 54416,1655,168,644,0,4,0,64,774,54416
ZCTA5 54417,55,2,0,0,0,5,4,44,54417
ZCTA5 54418,1015,28,4,1,3,1,41,931,54418
ZCTA5 54420,1299,33,1,0,1,3,39,1219,54420
ZCTA5 54421,3651,88,11,0,11,13,467,3057,54421
ZCTA5 54422,1344,17,5,0,0,4,248,1067,54422
ZCTA5 54423,2349,42,6,0,5,5,47,2241,54423
ZCTA5 54424,1574,28,17,0,4,2,34,1483,54424
ZCTA5 54425,1941,35,5,0,3,1,235,1660,54425
ZCTA5 54426,4352,92,14,0,10,16,72,4143,54426
ZCTA5 54427,1128,28,11,0,2,2,45,1040,54427
ZCTA5 54428,1016,36,11,0,0,2,12,952,54428
ZCTA5 54430,157,12,3,0,2,1,1,138,54430
ZCTA5 54433,1819,74,4,0,1,5,26,1709,54433
ZCTA5 54435,2125,36,4,0,10,5,28,2040,54435
ZCTA5 54436,2202,42,2,0,4,2,66,2082,54436
ZCTA5 54437,3265,37,7,0,6,6,65,3143,54437
ZCTA5 54440,2992,89,13,0,8,31,52,2796,54440
ZCTA5 54441,816,14,0,0,0,2,7,792,54441
ZCTA5 54442,1104,32,2,0,60,11,20,979,54442
ZCTA5 54443,2279,42,3,0,6,22,60,2144,54443
ZCTA5 54446,2990,28,7,1,3,5,84,2854,54446
ZCTA5 54447,569,12,0,0,3,0,8,546,54447
ZCTA5 54448,4280,88,3,0,4,68,89,4021,54448
ZCTA5 54449,26417,707,59,13,236,555,784,23995,54449
ZCTA5 54450,357,11,5,0,0,0,78,262,54450
ZCTA5 54451,11514,229,25,0,36,43,344,10827,54451
ZCTA5 54452,18851,482,75,2,91,90,347,17734,54452
ZCTA5 54454,1234,13,4,0,0,0,18,1191,54454
ZCTA5 54455,18897,537,56,0,66,497,343,17353,54455
ZCTA5 54456,5904,115,37,0,32,27,183,5493,54456
ZCTA5 54457,8478,227,171,1,27,37,332,7664,54457
ZCTA5 54458,94,0,0,0,0,0,2,92,54458
ZCTA5 54459,1199,14,3,0,2,1,13,1159,54459
ZCTA5 54460,2532,50,9,0,5,5,104,2346,54460
ZCTA5 54462,339,3,3,0,0,0,4,329,54462
ZCTA5 54463,714,12,10,0,1,0,2,686,54463
ZCTA5 54464,31,2,0,0,0,0,0,29,54464
ZCTA5 54465,617,10,8,0,0,1,5,592,54465
ZCTA5 54466,2710,43,14,0,6,2,47,2597,54466
ZCTA5 54467,14850,401,32,5,164,698,771,12759,54467
ZCTA5 54469,1734,57,13,0,15,39,43,1559,54469
ZCTA5 54470,2022,68,2,0,15,9,79,1846,54470
ZCTA5 54471,1856,39,13,0,11,48,31,1712,54471
ZCTA5 54473,2582,60,4,0,3,1,61,2450,54473
ZCTA5 54474,4134,145,14,1,37,222,83,3620,54474
ZCTA5 54475,1498,41,3,0,3,2,40,1407,54475
ZCTA5 54476,19668,639,91,7,204,1949,601,16125,54476
ZCTA5 54479,3838,66,5,0,10,6,122,3625,54479
ZCTA5 54480,1275,27,2,5,6,7,50,1178,54480
ZCTA5 54481,28100,930,138,9,660,1264,1045,23990,54481
ZCTA5 54482,9108,258,24,1,43,223,213,8335,54482
ZCTA5 54484,4968,94,15,3,14,22,145,4672,54484
ZCTA5 54485,412,12,2,0,0,1,1,393,54485
ZCTA5 54486,2157,65,19,0,4,3,29,2034,54486
ZCTA5 54487,9750,282,38,0,14,36,178,9186,54487
ZCTA5 54488,1192,28,0,2,0,0,82,1077,54488
ZCTA5 54489,1491,37,35,2,0,12,24,1377,54489
ZCTA5 54490,891,26,1,0,0,0,26,837,54490
ZCTA5 54491,1591,47,8,0,15,5,38,1478,54491
ZCTA5 54493,660,14,5,0,0,0,9,632,54493
ZCTA5 54494,27420,742,185,8,225,594,832,24755,54494
ZCTA5 54495,7638,311,84,1,80,215,349,6572,54495
ZCTA5 54498,2440,34,9,0,6,4,57,2329,54498
ZCTA5 54499,3005,123,123,0,11,7,135,2598,54499
ZCTA5 54501,20591,613,236,9,137,109,346,19108,54501
ZCTA5 54511,1335,32,29,0,3,5,18,1246,54511
ZCTA5 54512,1007,19,13,0,1,5,10,956,54512
